Sort order,Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Latitude_masked,Longitude_masked,Neighborhood,
4945,Lucky,Chihuahua,"(42.36580468, -71.0987295)",42.36580468,42.36580468,-71.0987295,The Port,
1160,Sasha,Mix,"(42.36579976, -71.11447954)",42.36579976,42.36579976,-71.11447954,Riverside,
947,Layla,Pit Bull,"(42.36577335, -71.09536854)",42.36577335,42.36577335,-71.09536854,The Port,
866,Joe,Pomeranian,"(42.36577149, -71.08155189)",42.36577149,42.36577149,-71.08155189,East Cambridge,
2030,Nikki,Shih Tzu,"(42.36576294, -71.11081313)",42.36576294,42.36576294,-71.11081313,Riverside,
4574,Eddie,Boxer Mix,"(42.36573301, -71.09746629)",42.36573301,42.36573301,-71.09746629,The Port,
38,Harry,Yorkie Poo,"(42.36573105, -71.09197001)",42.36573105,42.36573105,-71.09197001,The Port,
3210,Milo,Portuguese Water Dog,"(42.36572881, -71.11132635)",42.36572881,42.36572881,-71.11132635,Riverside,
4887,Skittles,Australian Shepherd,"(42.36572637, -71.11182183)",42.36572637,42.36572637,-71.11182183,Riverside,
2075,Charley,,"(42.36570074, -71.11028014)",42.36570074,42.36570074,-71.11028014,Riverside,
1730,Cody,Cockerpoo,"(42.36569175, -71.10999376)",42.36569175,42.36569175,-71.10999376,Riverside,
4665,Kinsey,Dachnd Mix,"(42.36569047, -71.08203986)",42.36569047,42.36569047,-71.08203986,East Cambridge,
3627,Angel,Pit Bull Mix,"(42.36567054, -71.1062647)",42.36567054,42.36567054,-71.1062647,Cambridgeport,
2389,Sophie,Rhodesian Ridgeback,"(42.36566007, -71.08204217)",42.36566007,42.36566007,-71.08204217,East Cambridge,
540,Boo,Border Collie,"(42.36565429, -71.0938416)",42.36565429,42.36565429,-71.0938416,The Port,
306,Sasha,Labrador Retriever Mix,"(42.36564233, -71.09697623)",42.36564233,42.36564233,-71.09697623,The Port,
4218,Bunker,Springer Spaniel,"(42.36561142, -71.10788376)",42.36561142,42.36561142,-71.10788376,Riverside,
4758,Skid,MINIATURE PINSCHER,"(42.36561061, -71.10005699)",42.36561061,42.36561061,-71.10005699,The Port,
225,Leonardo,Pomeranian,"(42.36560029, -71.09466201)",42.36560029,42.36560029,-71.09466201,The Port,
2755,Clem,Mix,"(42.36559467, -71.10600984)",42.36559467,42.36559467,-71.10600984,Cambridgeport,
3828,Hans,Gsd,"(42.36558161, -71.07479675)",42.36558161,42.36558161,-71.07479675,East Cambridge,
2400,Shelby,German Shepherd Mix,"(42.36553483, -71.11142629)",42.36553483,42.36553483,-71.11142629,Riverside,
4094,Roscoe,Shep,"(42.36552691, -71.1149405)",42.36552691,42.36552691,-71.1149405,Riverside,
1238,Buddy,Manchester Terrier,"(42.36551707, -71.08391893)",42.36551707,42.36551707,-71.08391893,East Cambridge,
298,Samantha,Golden Retriever,"(42.36550912, -71.08287575)",42.36550912,42.36550912,-71.08287575,East Cambridge,
1344,Sunny,Yorksire Terrier,"(42.36549272, -71.11052325)",42.36549272,42.36549272,-71.11052325,Riverside,
1857,Starla Marie,Siberian Husky,"(42.36548895, -71.0952971)",42.36548895,42.36548895,-71.0952971,The Port,
943,Tiberius,Labrador Retriever,"(42.36547172, -71.09689152)",42.36547172,42.36547172,-71.09689152,The Port,
4547,Caico,Labrabor Retriever,"(42.36546932, -71.08266231)",42.36546932,42.36546932,-71.08266231,East Cambridge,
3803,Molly,Dachshund,"(42.36544056, -71.09811626)",42.36544056,42.36544056,-71.09811626,The Port,
4273,Busy,Cairn Terrier,"(42.36543186, -71.10859899)",42.36543186,42.36543186,-71.10859899,Cambridgeport,
3921,Winston,Boston Terrier,"(42.36542787, -71.11590902)",42.36542787,42.36542787,-71.11590902,Riverside,
4256,Ralphie,Australian Shephard/Border Collie,"(42.36541589, -71.08473433)",42.36541589,42.36541589,-71.08473433,East Cambridge,
209,Trooper,Labrador Retriever,"(42.36540762, -71.1086174)",42.36540762,42.36540762,-71.1086174,Riverside,
1895,Cooper,Golden Retriever,"(42.36539272, -71.1026439)",42.36539272,42.36539272,-71.1026439,Cambridgeport,
760,Charley,Lab / Shep,"(42.36537728, -71.08257087)",42.36537728,42.36537728,-71.08257087,East Cambridge,
3532,Mica,Yorkie Terrier,"(42.36535802, -71.08255907)",42.36535802,42.36535802,-71.08255907,East Cambridge,
95,Chowder,Golden Retriever,"(42.36535076, -71.11053074)",42.36535076,42.36535076,-71.11053074,Riverside,
1490,Banjo,Mini Aussie Shepherd,"(42.36533346, -71.10775815)",42.36533346,42.36533346,-71.10775815,Cambridgeport,
4172,Monroe,Bullmastiff,"(42.36531116, -71.1114093)",42.36531116,42.36531116,-71.1114093,Riverside,
2656,Ursa,Mutt,"(42.36530962, -71.08087042)",42.36530962,42.36530962,-71.08087042,East Cambridge,
3507,Misty Joe,Jack Russell Terrier,"(42.36529053, -71.09402073)",42.36529053,42.36529053,-71.09402073,The Port,
3964,Kipling,Greyhound,"(42.36529039, -71.10933032)",42.36529039,42.36529039,-71.10933032,Riverside,
3297,Bruno,Australian Shepherd,"(42.36528306, -71.08422638)",42.36528306,42.36528306,-71.08422638,East Cambridge,
3698,Bassam,,"(42.36527771, -71.07729134)",42.36527771,42.36527771,-71.07729134,East Cambridge,
4904,Rufus,Boxer,"(42.36527282, -71.10596563)",42.36527282,42.36527282,-71.10596563,Cambridgeport,
755,Kaya,Jindo,"(42.36525643, -71.09198513)",42.36525643,42.36525643,-71.09198513,Wellington-Harrington,
3778,Parker,Pointer,"(42.36524806, -71.10962391)",42.36524806,42.36524806,-71.10962391,Riverside,
1749,Bodie,Leonberger,"(42.36524342, -71.11014814)",42.36524342,42.36524342,-71.11014814,Cambridgeport,
4333,Marlo,American Bulldog,"(42.36523696, -71.11482678)",42.36523696,42.36523696,-71.11482678,Riverside,
3993,Blue,Pitbull,"(42.36520924, -71.09925119)",42.36520924,42.36520924,-71.09925119,The Port,
1524,Capone,Pit Bull,"(42.36520305, -71.10353666)",42.36520305,42.36520305,-71.10353666,Cambridgeport,
3499,Hudson,Lab Mix,"(42.36520238, -71.11141936)",42.36520238,42.36520238,-71.11141936,Riverside,
1069,Walter,Lhasa Apso,"(42.36518823, -71.07825079)",42.36518823,42.36518823,-71.07825079,East Cambridge,
1508,Rewa,Shih Tzu,"(42.36513565, -71.10410608)",42.36513565,42.36513565,-71.10410608,Cambridgeport,
2423,Pearl,American Bulldog,"(42.36512624, -71.09421407)",42.36512624,42.36512624,-71.09421407,The Port,
631,Dino,Min Pincher/Rat Terrier,"(42.36508753, -71.1081699)",42.36508753,42.36508753,-71.1081699,Cambridgeport,
5017,Lulu,Pit Bull,"(42.36508337, -71.09626126)",42.36508337,42.36508337,-71.09626126,The Port,
2269,Tamarin,Tosa Inu,"(42.36507664, -71.09852618)",42.36507664,42.36507664,-71.09852618,The Port,
3939,Summer,Labrador Retriever,"(42.36506817, -71.10268179)",42.36506817,42.36506817,-71.10268179,Cambridgeport,
2198,Nubia,Labrador Retriever,"(42.36502266, -71.10571435)",42.36502266,42.36502266,-71.10571435,Cambridgeport,
2105,Mila,German Shepherd,"(42.36501211, -71.10526998)",42.36501211,42.36501211,-71.10526998,Cambridgeport,
1221,Rosie,Chihuahua,"(42.36497583, -71.10755029)",42.36497583,42.36497583,-71.10755029,Riverside,
2506,Luke,Brittany Spaniel,"(42.36497219, -71.10975269)",42.36497219,42.36497219,-71.10975269,Riverside,
1468,Sadie,Border Collie,"(42.36496996, -71.08461917)",42.36496996,42.36496996,-71.08461917,East Cambridge,
2859,Tiny,Feist,"(42.36495887, -71.1100577)",42.36495887,42.36495887,-71.1100577,Riverside,
3240,Skyler,Labrador Retriever,"(42.36494467, -71.0822153)",42.36494467,42.36494467,-71.0822153,East Cambridge,
4910,Lucy,Havanese,"(42.36490807, -71.10861761)",42.36490807,42.36490807,-71.10861761,Riverside,
4830,Misiu,Shiba Inu,"(42.36489643, -71.10737245)",42.36489643,42.36489643,-71.10737245,Cambridgeport,
1387,Sky,English Springer Spaniel,"(42.36489361, -71.11420763)",42.36489361,42.36489361,-71.11420763,Riverside,
108,Chiki,Lab Mix,"(42.36489046, -71.09711747)",42.36489046,42.36489046,-71.09711747,The Port,
4440,Blue,Mutt,"(42.36487919, -71.08322084)",42.36487919,42.36487919,-71.08322084,East Cambridge,
2290,Pippi,Brittany Mix,"(42.36487749, -71.09665544)",42.36487749,42.36487749,-71.09665544,The Port,
456,Sky,Australian Shepherd,"(42.36479582, -71.07670054)",42.36479582,42.36479582,-71.07670054,East Cambridge,
3848,Annie,Labrador Retriever,"(42.36479138, -71.10344922)",42.36479138,42.36479138,-71.10344922,Cambridgeport,
3953,Lydia,Cocker Spaniel,"(42.36473903, -71.1104623)",42.36473903,42.36473903,-71.1104623,Riverside,
4427,Arya,Labrador Retriever,"(42.36473073, -71.10627173)",42.36473073,42.36473073,-71.10627173,Cambridgeport,
1423,Spike,Labrabor Retriever,"(42.36473047, -71.111489)",42.36473047,42.36473047,-71.111489,Riverside,
133,Lincoln,Great Pyrenees,"(42.36471727, -71.08447961)",42.36471727,42.36471727,-71.08447961,East Cambridge,
3898,Snoopy,Pitbull,"(42.36470688, -71.09868926)",42.36470688,42.36470688,-71.09868926,The Port,
3039,Lizzie,Standard Poodle,"(42.36468423, -71.08458745)",42.36468423,42.36468423,-71.08458745,East Cambridge,
611,Tex,Bernese Mountain Dog,"(42.36467754, -71.09549134)",42.36467754,42.36467754,-71.09549134,The Port,
1443,Simon,Labrador Retriever,"(42.36465168, -71.10823832)",42.36465168,42.36465168,-71.10823832,Riverside,
4777,Casi,Yorkshire Terrier,"(42.36463286, -71.09994987)",42.36463286,42.36463286,-71.09994987,The Port,
4720,Jersey,Daschshund,"(42.36462918, -71.10790871)",42.36462918,42.36462918,-71.10790871,Cambridgeport,
470,Gracie Irene,Scottish Terrier,"(42.36462658, -71.08474736)",42.36462658,42.36462658,-71.08474736,East Cambridge,
1464,Lucy,Bernese Mountain Dog,"(42.36461594, -71.08149901)",42.36461594,42.36461594,-71.08149901,East Cambridge,
3379,Rivet,Siberian Husky,"(42.36460416, -71.10975047)",42.36460416,42.36460416,-71.10975047,Riverside,
2183,Livvie,Pug,"(42.36459852, -71.08150247)",42.36459852,42.36459852,-71.08150247,East Cambridge,
1172,Bunk,Toy Australian Shepherd,"(42.36453005, -71.08245555)",42.36453005,42.36453005,-71.08245555,East Cambridge,
1827,Charlie,Golden Retriever,"(42.36451004, -71.10178552)",42.36451004,42.36451004,-71.10178552,Cambridgeport,
3342,Pippin,Lab Mix,"(42.36450257, -71.10501394)",42.36450257,42.36450257,-71.10501394,Cambridgeport,
1551,Eloise,Schnoodle,"(42.36445085, -71.10660142)",42.36445085,42.36445085,-71.10660142,Cambridgeport,
892,Kiko,Chihuahua,"(42.36444467, -71.09930592)",42.36444467,42.36444467,-71.09930592,The Port,
2568,Sally,Golden Retriever,"(42.36444016, -71.09837632)",42.36444016,42.36444016,-71.09837632,The Port,
2790,Pappu,Pomeranian,"(42.36443727, -71.09657013)",42.36443727,42.36443727,-71.09657013,The Port,
4261,Molly,Labrador Retriever,"(42.36443555, -71.10167602)",42.36443555,42.36443555,-71.10167602,The Port,
5052,Calliope,Whippet,"(42.36442031, -71.11433504)",42.36442031,42.36442031,-71.11433504,Riverside,
1945,Chingo,American Hairless Terrier,"(42.36439355, -71.09018055)",42.36439355,42.36439355,-71.09018055,Area 2/MIT,
1547,Gustave,Labrador Retriever,"(42.36437711, -71.09323527)",42.36437711,42.36437711,-71.09323527,The Port,
4960,Tango-Raffles,Welsh Terrier,"(42.36436842, -71.07647006)",42.36436842,42.36436842,-71.07647006,East Cambridge,
604,Trevor,Frecnh Bulldog,"(42.36434827, -71.07843713)",42.36434827,42.36434827,-71.07843713,East Cambridge,
4884,Olive,Golden Doodle,"(42.36433923, -71.10311777)",42.36433923,42.36433923,-71.10311777,Cambridgeport,
3348,Mo,Maltese,"(42.36432394, -71.11502463)",42.36432394,42.36432394,-71.11502463,Riverside,
4861,Flower,Chihuahua Mix,"(42.36431679, -71.10718102)",42.36431679,42.36431679,-71.10718102,Cambridgeport,
3132,Rumble,French Bulldog,"(42.36430746, -71.10774171)",42.36430746,42.36430746,-71.10774171,Cambridgeport,
4589,Chai,Golden Retriever,"(42.36428973, -71.07892396)",42.36428973,42.36428973,-71.07892396,East Cambridge,
4671,Arlo,Spanish Water Dog,"(42.36428594, -71.11021404)",42.36428594,42.36428594,-71.11021404,Cambridgeport,
3233,Emma,Mix,"(42.36428074, -71.1151401)",42.36428074,42.36428074,-71.1151401,Riverside,
4318,Dits,Cockerpoo,"(42.36427068, -71.10569752)",42.36427068,42.36427068,-71.10569752,Cambridgeport,
989,Liny,Terrier,"(42.36426723, -71.11028283)",42.36426723,42.36426723,-71.11028283,Cambridgeport,
3538,Miski,German Shepherd,"(42.36426008, -71.10874151)",42.36426008,42.36426008,-71.10874151,Riverside,
2808,Rue,Chihuahua,"(42.36424701, -71.10616028)",42.36424701,42.36424701,-71.10616028,Riverside,
2004,Rose,Labrador Retriever,"(42.36421459, -71.11125877)",42.36421459,42.36421459,-71.11125877,Riverside,
4643,Abby,Australian Shepherd,"(42.36420283, -71.11193592)",42.36420283,42.36420283,-71.11193592,Cambridgeport,
4164,Sugar,Boston Terrier,"(42.36420085, -71.09213514)",42.36420085,42.36420085,-71.09213514,The Port,
4176,Hannah,Wheaten Terrier,"(42.36419954, -71.09786852)",42.36419954,42.36419954,-71.09786852,The Port,
1389,Roo,Collie,"(42.36419604, -71.09929975)",42.36419604,42.36419604,-71.09929975,The Port,
2432,Gunther,German Shepherd,"(42.36419219, -71.11282971)",42.36419219,42.36419219,-71.11282971,Riverside,
3066,Milly,Labrador Retriever Mix,"(42.36417774, -71.10809952)",42.36417774,42.36417774,-71.10809952,Riverside,
4345,Dior,Pit Bull,"(42.36416743, -71.08205782)",42.36416743,42.36416743,-71.08205782,East Cambridge,
1846,Tuco,French Bulldog Mix,"(42.36416514, -71.08218034)",42.36416514,42.36416514,-71.08218034,East Cambridge,
2375,Mateo,Mixed Breed,"(42.36413576, -71.10492257)",42.36413576,42.36413576,-71.10492257,Cambridgeport,
1711,Gisli,Australian Cattle Dog,"(42.36412965, -71.08387881)",42.36412965,42.36412965,-71.08387881,East Cambridge,
1072,Mojo,Miniature Dachshund,"(42.36412739, -71.11318971)",42.36412739,42.36412739,-71.11318971,Cambridgeport,
1360,Lily,Minature Poodle,"(42.36411832, -71.10058341)",42.36411832,42.36411832,-71.10058341,The Port,
1795,Maudie,Cavalier King Charles Spaniel,"(42.36411427, -71.10538511)",42.36411427,42.36411427,-71.10538511,Cambridgeport,
2922,Rocket,French Bulldog,"(42.36410144, -71.10966994)",42.36410144,42.36410144,-71.10966994,Riverside,
2550,Yetta,Chihuahua,"(42.36410113, -71.10898242)",42.36410113,42.36410113,-71.10898242,Riverside,
1150,Magog Filyurin,French Bulldog,"(42.36407253, -71.11261558)",42.36407253,42.36407253,-71.11261558,Cambridgeport,
3779,Storm,Terrier,"(42.36406438, -71.09788024)",42.36406438,42.36406438,-71.09788024,The Port,
944,Bennie,Yorkiepoo,"(42.36406232, -71.09223286)",42.36406232,42.36406232,-71.09223286,The Port,
2274,Gio,Pharoah Hound,"(42.36405355, -71.10858376)",42.36405355,42.36405355,-71.10858376,Cambridgeport,
2339,Willie,Dachshund,"(42.36405233, -71.11146816)",42.36405233,42.36405233,-71.11146816,Cambridgeport,
2581,Otis,Corgi,"(42.36404026, -71.08476393)",42.36404026,42.36404026,-71.08476393,East Cambridge,
2851,Woody,Golden Retriever,"(42.36403173, -71.10253169)",42.36403173,42.36403173,-71.10253169,Cambridgeport,
3578,Kendall,"Labradoodle, Mini","(42.36402168, -71.08329216)",42.36402168,42.36402168,-71.08329216,East Cambridge,
3722,Fluffy,Pomeranian,"(42.36400836, -71.1159887)",42.36400836,42.36400836,-71.1159887,Riverside,
3304,Gigi,Bichon Frise,"(42.36396154, -71.10580501)",42.36396154,42.36396154,-71.10580501,Riverside,
4266,R2D2,Corgi Mix,"(42.36396112, -71.11366796)",42.36396112,42.36396112,-71.11366796,Riverside,
1223,Tillie,Boxer,"(42.36393815, -71.10979925)",42.36393815,42.36393815,-71.10979925,Riverside,
3468,Duke,German Shepherd,"(42.36393198, -71.10516051)",42.36393198,42.36393198,-71.10516051,Cambridgeport,
4181,Brou,Cairn Terr,"(42.36390629, -71.11178223)",42.36390629,42.36390629,-71.11178223,Riverside,
1379,Silas,Golden Doodle,"(42.36389333, -71.11143729)",42.36389333,42.36389333,-71.11143729,Cambridgeport,
1918,Ricky,Pomeranian,"(42.36387876, -71.09233196)",42.36387876,42.36387876,-71.09233196,The Port,
433,Janis,Bulldog,"(42.36385279, -71.09997519)",42.36385279,42.36385279,-71.09997519,Cambridgeport,
3382,Belle,Pomeranian,"(42.36383623, -71.10746014)",42.36383623,42.36383623,-71.10746014,Cambridgeport,
2949,Beaucoup,Mix,"(42.36381768, -71.11152594)",42.36381768,42.36381768,-71.11152594,Riverside,
1521,Rufus Depagter,Boxer,"(42.36380981, -71.10838493)",42.36380981,42.36380981,-71.10838493,Cambridgeport,
929,Buddy,Dachshund Mix,"(42.36379408, -71.10553658)",42.36379408,42.36379408,-71.10553658,Cambridgeport,
4691,Gus,Shih Tzu Mix,"(42.36378513, -71.1104325)",42.36378513,42.36378513,-71.1104325,Riverside,
93,Fanta,Dachshund,"(42.3637648, -71.11278495)",42.3637648,42.3637648,-71.11278495,Cambridgeport,
2729,Wingnut,Siberian Husky,"(42.36371668, -71.10979319)",42.36371668,42.36371668,-71.10979319,Riverside,
5041,Lulu,Terrier,"(42.36371595, -71.10462586)",42.36371595,42.36371595,-71.10462586,Cambridgeport,
5059,Luna,PAPILLON,"(42.36370223, -71.10397759)",42.36370223,42.36370223,-71.10397759,Cambridgeport,
1868,Happy,Jack Russel Terrier,"(42.36369466, -71.10968976)",42.36369466,42.36369466,-71.10968976,Riverside,
2556,Monty,Labrador Retriever,"(42.36364614, -71.10841145)",42.36364614,42.36364614,-71.10841145,Cambridgeport,
4739,Cosmo,Chihuahua,"(42.36362945, -71.09498617)",42.36362945,42.36362945,-71.09498617,The Port,
3471,Mika,Iceladic Sheepdog,"(42.36362374, -71.10982145)",42.36362374,42.36362374,-71.10982145,Cambridgeport,
3180,Hero,Terrier,"(42.36362229, -71.09821619)",42.36362229,42.36362229,-71.09821619,The Port,
3556,Winnaretta,Cockerpoo,"(42.36361834, -71.084811)",42.36361834,42.36361834,-71.084811,East Cambridge,
3639,Tommy,Chihuahua Mix,"(42.36361375, -71.09967878)",42.36361375,42.36361375,-71.09967878,Cambridgeport,
1374,Lola,Yorkie Terrier,"(42.36359754, -71.09978649)",42.36359754,42.36359754,-71.09978649,The Port,
2409,Garbanzo,Yorksire Terrier,"(42.36359238, -71.10682804)",42.36359238,42.36359238,-71.10682804,Cambridgeport,
4113,Cocoa,Weimaramer,"(42.36359065, -71.1146595)",42.36359065,42.36359065,-71.1146595,Riverside,
3749,Whimsy,Bichon Frise,"(42.36353918, -71.1100598)",42.36353918,42.36353918,-71.1100598,Riverside,
2241,Pippin,PAPILLON,"(42.36352075, -71.10453613)",42.36352075,42.36352075,-71.10453613,Cambridgeport,
2845,Ginger,Beagle Mix,"(42.36351188, -71.1138098)",42.36351188,42.36351188,-71.1138098,Riverside,
1760,Beau,Shih Tzu,"(42.36351168, -71.09174985)",42.36351168,42.36351168,-71.09174985,The Port,
665,Stella,German Shep Mix,"(42.36351047, -71.10423424)",42.36351047,42.36351047,-71.10423424,Cambridgeport,
629,Millie,Collie,"(42.36350826, -71.10434889)",42.36350826,42.36350826,-71.10434889,Cambridgeport,
4046,Logan,Estrela Mountain,"(42.36348948, -71.10615697)",42.36348948,42.36348948,-71.10615697,Cambridgeport,
3492,Gracie Krum,"Goldendoodle, Mini","(42.36347108, -71.10765498)",42.36347108,42.36347108,-71.10765498,Cambridgeport,
924,Scout,Labradoddle,"(42.36346101, -71.11139019)",42.36346101,42.36346101,-71.11139019,Cambridgeport,
1034,Banjo,Miniature Australian Shepherd,"(42.36345193, -71.10618151)",42.36345193,42.36345193,-71.10618151,Cambridgeport,
4509,Arya,Samoyed,"(42.36344082, -71.10862597)",42.36344082,42.36344082,-71.10862597,Cambridgeport,
3820,Chula,Italian Greyhould,"(42.36341732, -71.10888277)",42.36341732,42.36341732,-71.10888277,Cambridgeport,
975,Fozzy,Toy Poodle,"(42.36339004, -71.11375473)",42.36339004,42.36339004,-71.11375473,Riverside,
4947,Gus,Lab Basset Mix,"(42.36336421, -71.11114361)",42.36336421,42.36336421,-71.11114361,Cambridgeport,
4417,Zoe,Whippet,"(42.36336173, -71.10464518)",42.36336173,42.36336173,-71.10464518,Cambridgeport,
1111,Camila,Chihuahua Mix,"(42.36334575, -71.10866474)",42.36334575,42.36334575,-71.10866474,Cambridgeport,
4669,Alfie,Jack Russel Terrier,"(42.36333924, -71.08204472)",42.36333924,42.36333924,-71.08204472,East Cambridge,
3734,Jasper,Labradoddle,"(42.36333819, -71.11119821)",42.36333819,42.36333819,-71.11119821,Cambridgeport,
1875,Minot,Greyhound,"(42.36330742, -71.10159927)",42.36330742,42.36330742,-71.10159927,Cambridgeport,
405,Roxy,Labrador Retriever,"(42.36330228, -71.0824644)",42.36330228,42.36330228,-71.0824644,East Cambridge,
3084,Rita,Chihuahua Mix,"(42.36328071, -71.11147162)",42.36328071,42.36328071,-71.11147162,Cambridgeport,
2734,Taj,German Shepherd,"(42.36326242, -71.09934767)",42.36326242,42.36326242,-71.09934767,The Port,
4100,June,Foxhound,"(42.36326127, -71.10664258)",42.36326127,42.36326127,-71.10664258,Cambridgeport,
1598,Daisy,Golden Retriever,"(42.36325266, -71.10414452)",42.36325266,42.36325266,-71.10414452,Cambridgeport,
342,Xander,Labrador Retriever Mix,"(42.36324997, -71.10915805)",42.36324997,42.36324997,-71.10915805,Riverside,
3112,Kibo,Samoyed,"(42.36321877, -71.10914979)",42.36321877,42.36321877,-71.10914979,Cambridgeport,
1334,Nina,Terrier,"(42.36318188, -71.0963804)",42.36318188,42.36318188,-71.0963804,The Port,
3357,Bella,Italian Greyhould,"(42.36316252, -71.10350241)",42.36316252,42.36316252,-71.10350241,Cambridgeport,
2545,Stella,Wheaton Terrier,"(42.36312601, -71.11174013)",42.36312601,42.36312601,-71.11174013,Riverside,
4165,Usagi,Poodle,"(42.36311711, -71.07902245)",42.36311711,42.36311711,-71.07902245,East Cambridge,
1203,Kaya,Labrador Retriever Mix,"(42.36311167, -71.10458325)",42.36311167,42.36311167,-71.10458325,Cambridgeport,
4849,Ginger,Beagle,"(42.36309497, -71.10958435)",42.36309497,42.36309497,-71.10958435,Riverside,
1921,Moxie,Labradoddle,"(42.36308083, -71.11125693)",42.36308083,42.36308083,-71.11125693,Cambridgeport,
387,Charlie,Labrador Retriever,"(42.36307971, -71.11544669)",42.36307971,42.36307971,-71.11544669,Riverside,
4157,Peanuckle,Hound Mix,"(42.36306562, -71.10868619)",42.36306562,42.36306562,-71.10868619,Cambridgeport,
2072,Mara,Yorkiepoo,"(42.36302682, -71.10594091)",42.36302682,42.36302682,-71.10594091,Riverside,
790,Cleo,Yorkie Poo,"(42.36299184, -71.0964319)",42.36299184,42.36299184,-71.0964319,The Port,
125,Sam,Border Collie,"(42.36295981, -71.10683995)",42.36295981,42.36295981,-71.10683995,Cambridgeport,
3150,Sweet Dill Pickle,Pit Bull,"(42.36295456, -71.10455716)",42.36295456,42.36295456,-71.10455716,Cambridgeport,
1538,Dori,Rat Terrier,"(42.36293206, -71.1048752)",42.36293206,42.36293206,-71.1048752,Cambridgeport,
4724,Caico,Lab,"(42.36292912, -71.0845974)",42.36292912,42.36292912,-71.0845974,East Cambridge,
4592,Bubbles,Yorksire Terrier,"(42.36292585, -71.10067661)",42.36292585,42.36292585,-71.10067661,The Port,
1420,Zeus,Pit Bull,"(42.36292566, -71.10989175)",42.36292566,42.36292566,-71.10989175,Cambridgeport,
4723,Nanook,Samoyed,"(42.36291877, -71.09309435)",42.36291877,42.36291877,-71.09309435,Area 2/MIT,
854,Stephen,Labrador Retriever,"(42.36291209, -71.11310792)",42.36291209,42.36291209,-71.11310792,Riverside,
539,Giles,Cocker Spaniel,"(42.36289657, -71.10891352)",42.36289657,42.36289657,-71.10891352,Cambridgeport,
2645,Charlotte,Belgian Shepherd,"(42.36289488, -71.11122257)",42.36289488,42.36289488,-71.11122257,Cambridgeport,
1869,Bruce,Bull Terrier,"(42.36287725, -71.10489038)",42.36287725,42.36287725,-71.10489038,Cambridgeport,
3928,Mica,Yorkshire Terrier,"(42.36287422, -71.08236271)",42.36287422,42.36287422,-71.08236271,East Cambridge,
2320,Piper,Terrier Mix,"(42.36286712, -71.10610096)",42.36286712,42.36286712,-71.10610096,Cambridgeport,
3100,Sammy,Labrador Retriever,"(42.36285968, -71.10952623)",42.36285968,42.36285968,-71.10952623,Cambridgeport,
3294,Heidi,Terrier,"(42.36285578, -71.10480414)",42.36285578,42.36285578,-71.10480414,Cambridgeport,
100,Bruce,Yorksire Terrier,"(42.36284624, -71.10638769)",42.36284624,42.36284624,-71.10638769,Riverside,
184,Jens,,"(42.36284146, -71.10879232)",42.36284146,42.36284146,-71.10879232,Cambridgeport,
4688,Linus,Silky Terrier,"(42.36283984, -71.09767179)",42.36283984,42.36283984,-71.09767179,The Port,
3585,Tobe,Australian Shepherd,"(42.36283089, -71.112925)",42.36283089,42.36283089,-71.112925,Riverside,
3702,Ella Luna,Shih Tzu,"(42.36281244, -71.10766245)",42.36281244,42.36281244,-71.10766245,Cambridgeport,
1785,Jetta,Yorkie Terrier,"(42.36281186, -71.10832646)",42.36281186,42.36281186,-71.10832646,Cambridgeport,
4900,Ruby,Hound,"(42.36279961, -71.10777801)",42.36279961,42.36279961,-71.10777801,Cambridgeport,
1807,Spot,Great Pyrenese,"(42.36279771, -71.10695545)",42.36279771,42.36279771,-71.10695545,Cambridgeport,
3170,Rocky,Labrador Retriever,"(42.36275414, -71.11613328)",42.36275414,42.36275414,-71.11613328,Cambridgeport,
928,Monk,Chihuahua,"(42.36274257, -71.0966492)",42.36274257,42.36274257,-71.0966492,The Port,
2650,Bentley,Lab Mix,"(42.36272883, -71.10745507)",42.36272883,42.36272883,-71.10745507,Cambridgeport,
3046,Anna,Chihuahua,"(42.36269706, -71.0951626)",42.36269706,42.36269706,-71.0951626,The Port,
1979,Muddy,Portuguese Water Dog,"(42.36269339, -71.10705225)",42.36269339,42.36269339,-71.10705225,Cambridgeport,
4390,Habanero,Australian Cattle Dog Mix,"(42.36268024, -71.1105193)",42.36268024,42.36268024,-71.1105193,Riverside,
1960,Jake,Hound,"(42.36267882, -71.10497969)",42.36267882,42.36267882,-71.10497969,Cambridgeport,
5048,Pastis,Miniature Poodle,"(42.36267491, -71.10158512)",42.36267491,42.36267491,-71.10158512,Cambridgeport,
806,Flaky,Basenji,"(42.36266375, -71.09124303)",42.36266375,42.36266375,-71.09124303,Area 2/MIT,
2160,Moxie,Labradoodle,"(42.36265597, -71.11245871)",42.36265597,42.36265597,-71.11245871,Cambridgeport,
36,Jack,Jack Russel Terrier,"(42.36265068, -71.11115463)",42.36265068,42.36265068,-71.11115463,Cambridgeport,
1252,Wolfie Pickle,Pug,"(42.36260007, -71.10355187)",42.36260007,42.36260007,-71.10355187,Cambridgeport,
3687,Harry,Dachshund,"(42.36256471, -71.11042318)",42.36256471,42.36256471,-71.11042318,Cambridgeport,
867,Angus,Border Collie,"(42.36256462, -71.08257683)",42.36256462,42.36256462,-71.08257683,East Cambridge,
2511,Jolene,Shep,"(42.36256221, -71.11141261)",42.36256221,42.36256221,-71.11141261,Riverside,
